arrival_rate,bp_parameter_L,bp_parameter_H
36.0,4.073,262144,136500.00905494476
36.0,4.639,32768,97596.80765783275
36.0,5.649,4096,128218.59065283785
36.0,7.918,512,62297.25375167031
36.0,16.772,64,55463.927430357835
