arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
40.0,4.073,262144,314194.6898739697
40.0,4.639,32768,142107.54875797415
40.0,5.649,4096,50645.13857222626
40.0,7.918,512,43487.58837875469
40.0,16.772,64,38388.57232302342
