arrival_rate,bp_parameter_L,bp_parameter_H
36.0,4.073,262144,407418.16216266056
36.0,4.639,32768,108403.92851737431
36.0,5.649,4096,80956.40064874425
36.0,7.918,512,65369.30602354594
36.0,16.772,64,53154.08434918243
