arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
20.0,4.073,262144,3735128.265759022
20.0,4.639,32768,5539959.102211856
20.0,5.649,4096,9776556.800918255
20.0,7.918,512,18697578.96475105
20.0,16.772,64,38357109.39181674
