arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
24.0,4.073,262144,1053278.759408923
24.0,4.639,32768,2566362.906278066
24.0,5.649,4096,4879958.95148658
24.0,7.918,512,13703235.316647781
24.0,16.772,64,32493738.691547483
