arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
28.0,4.073,262144,986612.8402534603
28.0,4.639,32768,1931082.7655709116
28.0,5.649,4096,2103071.2685562987
28.0,7.918,512,7380056.723632211
28.0,16.772,64,21935819.078398008
