arrival_rate,bp_parameter_L,bp_parameter_H
34.0,4.073,262144,134796.9063035202
34.0,4.639,32768,149933.32583852063
34.0,5.649,4096,122262.54801041895
34.0,7.918,512,54665.7623197555
34.0,16.772,64,110565.37992066052
