arrival_rate,bp_parameter_L,bp_parameter_H
40.0,4.073,262144,104497.78685216256
40.0,4.639,32768,148788.03248917568
40.0,5.649,4096,46504.58027979609
40.0,7.918,512,37187.78769972744
40.0,16.772,64,35168.26140143979
