arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
20.0,4.073,262144,3388234.765836039
20.0,4.639,32768,6601345.4405442225
20.0,5.649,4096,9984752.81866737
20.0,7.918,512,17807299.06773902
20.0,16.772,64,38136312.746929586
