arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,592976.4814341291
24.0,4.639,32768,525658.4580285948
24.0,5.649,4096,1908268.1869124162
24.0,7.918,512,4208780.547321159
24.0,16.772,64,11509511.598177265
