arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
34.0,4.073,262144,416880.2067309025
34.0,4.639,32768,465905.59229740954
34.0,5.649,4096,158711.12919389113
34.0,7.918,512,215630.78205812824
34.0,16.772,64,140139.24219147183
