arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
34.0,4.073,262144,582965.3039255424
34.0,4.639,32768,364506.4151451933
34.0,5.649,4096,210491.31333620398
34.0,7.918,512,129559.63069953541
34.0,16.772,64,116204.18684367616
