arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
32.0,4.073,262144,255710.92933232244
32.0,4.639,32768,322352.6818765434
32.0,5.649,4096,328727.747748802
32.0,7.918,512,533149.6890939729
32.0,16.772,64,488679.88219283184
