arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
32.0,4.073,262144,1488109.2137524718
32.0,4.639,32768,282896.70807734755
32.0,5.649,4096,559966.6493444052
32.0,7.918,512,345732.7197229097
32.0,16.772,64,425324.68185728416
