arrival_rate,bp_parameter_L,bp_parameter_H
32.0,4.073,262144,675916.590334192
32.0,4.639,32768,124737.19883819742
32.0,5.649,4096,180562.88833533874
32.0,7.918,512,206617.68317837658
32.0,16.772,64,1430656.9898728346
