arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
36.0,4.073,262144,381013.41226130084
36.0,4.639,32768,225354.93112199698
36.0,5.649,4096,110514.02725898645
36.0,7.918,512,84923.36224502654
36.0,16.772,64,80432.12201602044
