arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
24.0,4.073,262144,875437.8254439319
24.0,4.639,32768,2398886.8523423527
24.0,5.649,4096,5674734.94070939
24.0,7.918,512,13027126.960734166
24.0,16.772,64,32213365.112427328
