arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
24.0,4.073,262144,2755386.705610666
24.0,4.639,32768,2792607.6906160666
24.0,5.649,4096,5462972.859823944
24.0,7.918,512,12309595.230904061
24.0,16.772,64,32639821.74562859
