arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
32.0,4.073,262144,702292.9063061936
32.0,4.639,32768,270700.3379975725
32.0,5.649,4096,268730.54962731723
32.0,7.918,512,241871.01130561306
32.0,16.772,64,505161.9150351697
