arrival_rate,bp_parameter_L,bp_parameter_H
26.0,4.073,262144,925772.4024429547
26.0,4.639,32768,570410.3536174637
26.0,5.649,4096,1265543.6884307866
26.0,7.918,512,3140550.0554111535
26.0,16.772,64,9541182.499553083
