arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
26.0,4.073,262144,914175.7135337823
26.0,4.639,32768,1721874.894397964
26.0,5.649,4096,4390195.371259006
26.0,7.918,512,10871932.95397433
26.0,16.772,64,27416794.601332575
