arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,648673.6532232522
24.0,4.639,32768,638741.6860382607
24.0,5.649,4096,1943056.3890659478
24.0,7.918,512,4546638.729846918
24.0,16.772,64,11488828.827646576
