arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
40.0,4.073,262144,134956.5129588046
40.0,4.639,32768,133113.33062845358
40.0,5.649,4096,87677.88108753541
40.0,7.918,512,53436.22365025433
40.0,16.772,64,42761.03498513571
