arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
36.0,4.073,262144,407254.4005250281
36.0,4.639,32768,250112.89185086003
36.0,5.649,4096,116147.5173561622
36.0,7.918,512,79349.68686768714
36.0,16.772,64,116096.47261652698
