arrival_rate,bp_parameter_L,bp_parameter_H
22.0,4.073,262144,845925.9729202078
22.0,4.639,32768,1640562.203322995
22.0,5.649,4096,2106741.178208894
22.0,7.918,512,5936848.081228119
22.0,16.772,64,12362246.157279914
