arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,710512.6892638864
24.0,4.639,32768,1413930.846182019
24.0,5.649,4096,2609400.790763849
24.0,7.918,512,4829186.071427462
24.0,16.772,64,11197184.367915444
