arrival_rate,bp_parameter_L,bp_parameter_H
38.0,4.073,262144,102845.26574422374
38.0,4.639,32768,35233.42878574267
38.0,5.649,4096,79369.90378600695
38.0,7.918,512,48590.22094002043
38.0,16.772,64,38826.830903384325
