arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
36.0,4.073,262144,90529.2067567147
36.0,4.639,32768,114949.58902057893
36.0,5.649,4096,149542.08997135222
36.0,7.918,512,109567.69894909722
36.0,16.772,64,84796.33358229588
