arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
32.0,4.073,262144,625078.6925355878
32.0,4.639,32768,223050.3400737152
32.0,5.649,4096,416480.662729976
32.0,7.918,512,381453.2117875009
32.0,16.772,64,681302.9854858996
