arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
28.0,4.073,262144,458949.27437789895
28.0,4.639,32768,600571.9534310605
28.0,5.649,4096,2156674.3931959225
28.0,7.918,512,8039659.419711509
28.0,16.772,64,23199779.38340449
