arrival_rate,bp_parameter_L,bp_parameter_H
40.0,4.073,262144,41592.61504161526
40.0,4.639,32768,107877.1435847279
40.0,5.649,4096,54827.98396804318
40.0,7.918,512,36300.854067087734
40.0,16.772,64,27530.74327002451
