arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
24.0,4.073,262144,819464.8606151456
24.0,4.639,32768,3093890.6908720937
24.0,5.649,4096,5260645.730051872
24.0,7.918,512,12879369.173997575
24.0,16.772,64,32760949.684628863
