arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
34.0,4.073,262144,105953.65752063494
34.0,4.639,32768,158054.96395874443
34.0,5.649,4096,390755.81757025706
34.0,7.918,512,150707.85731341282
34.0,16.772,64,158637.60049874682
