arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
36.0,4.073,262144,122954.6288555254
36.0,4.639,32768,277828.6980947073
36.0,5.649,4096,200045.9218579574
36.0,7.918,512,90431.97623628491
36.0,16.772,64,80343.04696736364
