arrival_rate,bp_parameter_L,bp_parameter_H
30.0,4.073,262144,140627.15507326456
30.0,4.639,32768,757959.9537435998
30.0,5.649,4096,708974.4785039867
30.0,7.918,512,888304.8709851815
30.0,16.772,64,4997036.526106048
