arrival_rate,bp_parameter_L,bp_parameter_H
38.0,4.073,262144,61139.81893986929
38.0,4.639,32768,136090.84598899368
38.0,5.649,4096,40364.7308178811
38.0,7.918,512,47306.74767937445
38.0,16.772,64,44505.30778457779
