arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
32.0,4.073,262144,292901.83396831097
32.0,4.639,32768,376099.1008524216
32.0,5.649,4096,201680.44023404946
32.0,7.918,512,499354.7799721156
32.0,16.772,64,592902.3674569026
