arrival_rate,bp_parameter_L,bp_parameter_H
32.0,4.073,262144,247537.11517265445
32.0,4.639,32768,941183.3187631408
32.0,5.649,4096,252405.91390060575
32.0,7.918,512,415892.8331265159
32.0,16.772,64,164988.1873438217
