arrival_rate,bp_parameter_L,bp_parameter_H
36.0,4.073,262144,69215.7102759193
36.0,4.639,32768,157532.7488555951
36.0,5.649,4096,71577.88585170702
36.0,7.918,512,42104.0996578718
36.0,16.772,64,51881.772097722336
