arrival_rate,bp_parameter_L,bp_parameter_H
36.0,4.073,262144,136130.56336473452
36.0,4.639,32768,330838.17630225205
36.0,5.649,4096,87595.44796392105
36.0,7.918,512,106815.3051439727
36.0,16.772,64,86012.67861774798
