arrival_rate,bp_parameter_L,bp_parameter_H
36.0,4.073,262144,111683.05973602264
36.0,4.639,32768,106453.43157456222
36.0,5.649,4096,56406.35732787573
36.0,7.918,512,65253.00391552867
36.0,16.772,64,45793.398639978666
