arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
30.0,4.073,262144,280826.4987247464
30.0,4.639,32768,1230377.1300906076
30.0,5.649,4096,930058.8853637172
30.0,7.918,512,3752466.2320976323
30.0,16.772,64,14077977.928587934
