arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
26.0,4.073,262144,816735.8276995077
26.0,4.639,32768,1142634.0445483846
26.0,5.649,4096,3117165.0067280685
26.0,7.918,512,10472116.545427673
26.0,16.772,64,28384531.222189825
