arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
34.0,4.073,262144,91628.9515055149
34.0,4.639,32768,374448.3113194664
34.0,5.649,4096,272953.32644428423
34.0,7.918,512,114108.12818112476
34.0,16.772,64,112732.15060487403
