arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
30.0,4.073,262144,216820.52375409481
30.0,4.639,32768,915411.815004045
30.0,5.649,4096,2024488.4815821995
30.0,7.918,512,1902002.882777258
30.0,16.772,64,11185753.879018437
