arrival_rate,bp_parameter_L,bp_parameter_H
20.0,4.073,262144,1053001.24942471
20.0,4.639,32768,1549691.590059777
20.0,5.649,4096,3222602.609811827
20.0,7.918,512,6456369.574956967
20.0,16.772,64,13574791.257841462
