arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,154117.68288875875
24.0,4.639,32768,1073522.539498822
24.0,5.649,4096,2140591.443087167
24.0,7.918,512,4025487.905986801
24.0,16.772,64,11824588.61503803
