arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
34.0,4.073,262144,185872.35355210846
34.0,4.639,32768,205604.84826968453
34.0,5.649,4096,219212.56968066408
34.0,7.918,512,122816.69129234838
34.0,16.772,64,129966.12084693457
