arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
28.0,4.073,262144,795476.3710972187
28.0,4.639,32768,634371.0711421195
28.0,5.649,4096,4181673.1527460394
28.0,7.918,512,6356158.177827861
28.0,16.772,64,21526188.090925366
