arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
22.0,4.073,262144,3292813.7736384366
22.0,4.639,32768,4804328.697962599
22.0,5.649,4096,6525392.042894281
22.0,7.918,512,15903495.936349278
22.0,16.772,64,36034270.11163988
