arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
20.0,4.073,262144,2581580.814887653
20.0,4.639,32768,5755471.494229556
20.0,5.649,4096,10155606.242321135
20.0,7.918,512,18478296.982791163
20.0,16.772,64,37876852.28296101
