arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
26.0,4.073,262144,1832123.3331086093
26.0,4.639,32768,2489051.001968019
26.0,5.649,4096,4160215.047495021
26.0,7.918,512,10299851.501839627
26.0,16.772,64,28003056.704255965
