arrival_rate,bp_parameter_L,bp_parameter_H
40.0,4.073,262144,112827.26061550905
40.0,4.639,32768,114002.59225561496
40.0,5.649,4096,66903.47406525315
40.0,7.918,512,40437.82648709003
40.0,16.772,64,29552.084258136514
