arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
22.0,4.073,262144,2313457.0831485074
22.0,4.639,32768,4159024.1634488013
22.0,5.649,4096,8250590.475411684
22.0,7.918,512,14909430.007691106
22.0,16.772,64,35529904.74587427
