arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
38.0,4.073,262144,1057852.1892320307
38.0,4.639,32768,81406.11448165303
38.0,5.649,4096,101976.22276295588
38.0,7.918,512,56309.54736987325
38.0,16.772,64,55331.93600444503
