arrival_rate,bp_parameter_L,bp_parameter_H
20.0,4.073,262144,1278465.757058436
20.0,4.639,32768,2078954.9041749318
20.0,5.649,4096,3697507.7148336014
20.0,7.918,512,6621898.53804768
20.0,16.772,64,13764584.652704636
