arrival_rate,bp_parameter_L,bp_parameter_H
22.0,4.073,262144,504064.4140018218
22.0,4.639,32768,1240730.0510691276
22.0,5.649,4096,2678285.991785978
22.0,7.918,512,5840776.571037108
22.0,16.772,64,12987329.102918083
