arrival_rate,bp_parameter_L,bp_parameter_H
26.0,4.073,262144,1051344.214313276
26.0,4.639,32768,991502.5550748722
26.0,5.649,4096,1350468.6348671708
26.0,7.918,512,3808042.4733793344
26.0,16.772,64,9682908.263461087
