arrival_rate,bp_parameter_L,bp_parameter_H
32.0,4.073,262144,148028.5903499726
32.0,4.639,32768,56100.81370176372
32.0,5.649,4096,237463.50486548455
32.0,7.918,512,133035.00370955007
32.0,16.772,64,374619.94460786524
