arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
24.0,4.073,262144,705482.4263140791
24.0,4.639,32768,3535792.7347857933
24.0,5.649,4096,5684922.188158251
24.0,7.918,512,13059664.851896506
24.0,16.772,64,32698947.761041854
