arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
40.0,4.073,262144,103266.95754209088
40.0,4.639,32768,345435.8728910476
40.0,5.649,4096,106826.1802696324
40.0,7.918,512,50840.98339922232
40.0,16.772,64,44848.53713333357
