arrival_rate,bp_parameter_L,bp_parameter_H
32.0,4.073,262144,95859.85412048153
32.0,4.639,32768,199178.5075127334
32.0,5.649,4096,269726.08743130503
32.0,7.918,512,641002.282708884
32.0,16.772,64,274307.22481371136
