arrival_rate,bp_parameter_L,bp_parameter_H
22.0,4.073,262144,642014.8900368278
22.0,4.639,32768,1112743.4000662507
22.0,5.649,4096,2528840.801183617
22.0,7.918,512,5583507.143761616
22.0,16.772,64,12618569.430844845
