arrival_rate,bp_parameter_L,bp_parameter_H
38.0,4.073,262144,35567.21358217424
38.0,4.639,32768,347662.24952099705
38.0,5.649,4096,50818.8112021523
38.0,7.918,512,42887.37855127077
38.0,16.772,64,41471.17842550414
